"","Metro","Month","Dimension","Job Openings","Median Base Pay"
"1362","New York City","2016-02-22","Job Openings","274175.5",NA
"1363","New York City","2016-02-29","Job Openings","274331.25",NA
"1364","New York City","2016-03","Metro Median Base Pay",NA,"60022.333333333299"
"1365","New York City","2016-03-07","Job Openings","274186.25",NA
"1366","New York City","2016-03-14","Job Openings","274856",NA
"1367","New York City","2016-03-21","Job Openings","277524",NA
"1368","New York City","2016-03-28","Job Openings","276357",NA
"1369","New York City","2016-04","Metro Median Base Pay",NA,"60113.333333333299"
"1370","New York City","2016-04-04","Job Openings","272401.5",NA
"1371","New York City","2016-04-11","Job Openings","267248.75",NA
"1372","New York City","2016-04-18","Job Openings","261984.75",NA
"1373","New York City","2016-04-25","Job Openings","259698.25",NA
"1374","New York City","2016-05","Metro Median Base Pay",NA,"60233.666666666701"
"1375","New York City","2016-05-02","Job Openings","259658",NA
"1376","New York City","2016-05-09","Job Openings","260038.75",NA
"1377","New York City","2016-05-16","Job Openings","260407",NA
"1378","New York City","2016-05-23","Job Openings","259912",NA
"1379","New York City","2016-05-30","Job Openings","259265.75",NA
"1380","New York City","2016-06","Metro Median Base Pay",NA,"60400.333333333299"
"1381","New York City","2016-06-06","Job Openings","258958.5",NA
"1382","New York City","2016-06-13","Job Openings","258397.75",NA
"1383","New York City","2016-06-20","Job Openings","259043.5",NA
"1384","New York City","2016-06-27","Job Openings","260745.75",NA
"1385","New York City","2016-07","Metro Median Base Pay",NA,"60379.333333333299"
"1386","New York City","2016-07-04","Job Openings","261293.5",NA
"1387","New York City","2016-07-11","Job Openings","262128.5",NA
"1388","New York City","2016-07-18","Job Openings","262943.25",NA
"1389","New York City","2016-07-25","Job Openings","263298",NA
"1390","New York City","2016-08","Metro Median Base Pay",NA,"60626"
"1391","New York City","2016-08-01","Job Openings","265179",NA
"1392","New York City","2016-08-08","Job Openings","266825.75",NA
"1393","New York City","2016-08-15","Job Openings","268205.5",NA
"1394","New York City","2016-08-22","Job Openings","269419.5",NA
"1395","New York City","2016-08-29","Job Openings","269949.25",NA
"1396","New York City","2016-09","Metro Median Base Pay",NA,"60629"
"1397","New York City","2016-09-05","Job Openings","269004.25",NA
"1398","New York City","2016-09-12","Job Openings","269095",NA
"1399","New York City","2016-09-19","Job Openings","269807.5",NA
"1400","New York City","2016-09-26","Job Openings","271188.25",NA
"1401","New York City","2016-10","Metro Median Base Pay",NA,"60829"
"1402","New York City","2016-10-03","Job Openings","273629.5",NA
"1403","New York City","2016-10-10","Job Openings","274835",NA
"1404","New York City","2016-10-17","Job Openings","275495.5",NA
"1405","New York City","2016-10-24","Job Openings","275605.5",NA
"1406","New York City","2016-10-31","Job Openings","274865",NA
"1407","New York City","2016-11","Metro Median Base Pay",NA,"60819.666666666701"
"1408","New York City","2016-11-07","Job Openings","273045.75",NA
"1409","New York City","2016-11-14","Job Openings","270829",NA
"1410","New York City","2016-11-21","Job Openings","268262.75",NA
"1411","New York City","2016-11-28","Job Openings","266009.75",NA
"1412","New York City","2016-12","Metro Median Base Pay",NA,"60938"
"1413","New York City","2016-12-05","Job Openings","264117.75",NA
"1414","New York City","2016-12-12","Job Openings","261643.75",NA
"1415","New York City","2016-12-19","Job Openings","256762.75",NA
"1416","New York City","2016-12-26","Job Openings","251378",NA
"1417","New York City","2017-01","Metro Median Base Pay",NA,"61289.333333333299"
"1418","New York City","2017-01-02","Job Openings","246263.25",NA
"1419","New York City","2017-01-09","Job Openings","242342.5",NA
"1420","New York City","2017-01-16","Job Openings","241409.25",NA
"1421","New York City","2017-01-23","Job Openings","242531",NA
"1422","New York City","2017-01-30","Job Openings","244791.75",NA
"1423","New York City","2017-02","Metro Median Base Pay",NA,"61476.333333333299"
"1424","New York City","2017-02-06","Job Openings","247036.25",NA
"1425","New York City","2017-02-13","Job Openings","249499.75",NA
"1426","New York City","2017-02-20","Job Openings","251302.25",NA
"1427","New York City","2017-02-27","Job Openings","253602.75",NA
"1428","New York City","2017-03","Metro Median Base Pay",NA,"61655.333333333299"
"1429","New York City","2017-03-06","Job Openings","255933.75",NA
"1430","New York City","2017-03-13","Job Openings","258622.5",NA
"1431","New York City","2017-03-20","Job Openings","260998.25",NA
"1432","New York City","2017-03-27","Job Openings","262592",NA
"1433","New York City","2017-04","Metro Median Base Pay",NA,"61818.666666666701"
"1434","New York City","2017-04-03","Job Openings","263030",NA
"1435","New York City","2017-04-10","Job Openings","263786.5",NA
"1436","New York City","2017-04-17","Job Openings","264737.5",NA
"1437","New York City","2017-04-24","Job Openings","264385.25",NA
"1438","New York City","2017-05","Metro Median Base Pay",NA,"61811.666666666701"
"1439","New York City","2017-05-01","Job Openings","263718",NA
"1440","New York City","2017-05-08","Job Openings","261960.5",NA
"1441","New York City","2017-05-15","Job Openings","260727.25",NA
"1442","New York City","2017-05-22","Job Openings","260621",NA
"1443","New York City","2017-05-29","Job Openings","261179",NA
"1444","New York City","2017-06","Metro Median Base Pay",NA,"61738"
"1445","New York City","2017-06-05","Job Openings","261313.25",NA
"1446","New York City","2017-06-12","Job Openings","261427.75",NA
"1447","New York City","2017-06-19","Job Openings","261593",NA
"1448","New York City","2017-06-26","Job Openings","262960",NA
"1449","New York City","2017-07","Metro Median Base Pay",NA,"61453.666666666701"
"1450","New York City","2017-07-03","Job Openings","264132.25",NA
"1451","New York City","2017-07-10","Job Openings","264835",NA
"1452","New York City","2017-07-17","Job Openings","266033.25",NA
"1453","New York City","2017-07-24","Job Openings","266998.25",NA
"1454","New York City","2017-07-31","Job Openings","269782.5",NA
"1455","New York City","2017-08","Metro Median Base Pay",NA,"61568.333333333299"
"1456","New York City","2017-08-07","Job Openings","273365.75",NA
"1457","New York City","2017-08-14","Job Openings","276013.75",NA
"1458","New York City","2017-08-21","Job Openings","277632.75",NA
"1459","New York City","2017-08-28","Job Openings","278836",NA
"1460","New York City","2017-09","Metro Median Base Pay",NA,"61619"
"1461","New York City","2017-09-04","Job Openings","276664.75",NA
"1462","New York City","2017-09-11","Job Openings","275764.5",NA
"1463","New York City","2017-09-18","Job Openings","275954.75",NA
"1464","New York City","2017-09-25","Job Openings","275417",NA
"1465","New York City","2017-10","Metro Median Base Pay",NA,"61612.666666666701"
"1466","New York City","2017-10-02","Job Openings","277408.5",NA
"1467","New York City","2017-10-09","Job Openings","277777.75",NA
"1468","New York City","2017-10-16","Job Openings","279773.75",NA
"1469","New York City","2017-10-23","Job Openings","283057.25",NA
"1470","New York City","2017-10-30","Job Openings","287413",NA
"1471","New York City","2017-11","Metro Median Base Pay",NA,"61524.333333333299"
"1472","New York City","2017-11-06","Job Openings","290965.25",NA
"1473","New York City","2017-11-13","Job Openings","292346.25",NA
"1474","New York City","2017-11-20","Job Openings","292666.25",NA
"1475","New York City","2017-11-27","Job Openings","292282.75",NA
"1476","New York City","2017-12","Metro Median Base Pay",NA,"61869.666666666701"
"1477","New York City","2017-12-04","Job Openings","296851.25",NA
"1478","New York City","2017-12-11","Job Openings","296606.5",NA
"1479","New York City","2017-12-18","Job Openings","295384.75",NA
"1480","New York City","2017-12-25","Job Openings","292668",NA
"1481","New York City","2018-01","Metro Median Base Pay",NA,"62344.666666666701"
"1482","New York City","2018-01-01","Job Openings","286649",NA
"1483","New York City","2018-01-08","Job Openings","286416.75",NA
"1484","New York City","2018-01-15","Job Openings","286761.25",NA
"1485","New York City","2018-01-22","Job Openings","289436",NA
"1486","New York City","2018-01-29","Job Openings","292568",NA
"1487","New York City","2018-02","Metro Median Base Pay",NA,"62789"
"1488","New York City","2018-02-05","Job Openings","295042.75",NA
"1489","New York City","2018-02-12","Job Openings","297952.75",NA
"1490","New York City","2018-02-19","Job Openings","299100.75",NA
"1491","New York City","2018-02-26","Job Openings","298519.5",NA
"1492","New York City","2018-03","Metro Median Base Pay",NA,"62961.333333333299"
"1493","New York City","2018-03-05","Job Openings","299744.25",NA
"1494","New York City","2018-03-12","Job Openings","301180",NA
"1495","New York City","2018-03-19","Job Openings","302324.25",NA
"1496","New York City","2018-03-26","Job Openings","304557.25",NA
"1497","New York City","2018-04","Metro Median Base Pay",NA,"63075.666666666701"
"1498","New York City","2018-04-02","Job Openings","304200.5",NA
"1499","New York City","2018-04-09","Job Openings","304059.75",NA
"1500","New York City","2018-04-16","Job Openings","303270",NA
"1501","New York City","2018-04-23","Job Openings","302611.25",NA
"1502","New York City","2018-04-30","Job Openings","302588.25",NA
"1503","New York City","2018-05","Metro Median Base Pay",NA,"63305"
"1504","New York City","2018-05-07","Job Openings","304774.5",NA
"1505","New York City","2018-05-14","Job Openings","305702.75",NA
"1506","New York City","2018-05-21","Job Openings","306003.25",NA
"1507","New York City","2018-05-28","Job Openings","305036",NA
"1508","New York City","2018-06","Metro Median Base Pay",NA,"63215.333333333299"
"1509","New York City","2018-06-04","Job Openings","299899.75",NA
"1510","New York City","2018-06-11","Job Openings","296553.5",NA
"1511","New York City","2018-06-18","Job Openings","294194.75",NA
"1512","New York City","2018-06-25","Job Openings","292689",NA
"1513","New York City","2018-07","Metro Median Base Pay",NA,"63297.333333333299"
"1514","New York City","2018-07-02","Job Openings","292293",NA
"1515","New York City","2018-07-09","Job Openings","292146.25",NA
"1516","New York City","2018-07-16","Job Openings","291932.25",NA
"1517","New York City","2018-07-23","Job Openings","291996",NA
"1518","New York City","2018-07-30","Job Openings","292602.75",NA
"1519","New York City","2018-08","Metro Median Base Pay",NA,"63348.333333333299"
"1520","New York City","2018-08-06","Job Openings","294840.25",NA
"1521","New York City","2018-08-13","Job Openings","296806.5",NA
"1522","New York City","2018-08-20","Job Openings","299101.25",NA
"1523","New York City","2018-08-27","Job Openings","301125.75",NA
"1524","New York City","2018-09","Metro Median Base Pay",NA,"63651"
"1525","New York City","2018-09-03","Job Openings","300583.5",NA
"1526","New York City","2018-09-10","Job Openings","300559",NA
"1527","New York City","2018-09-17","Job Openings","300879.5",NA
"1528","New York City","2018-09-24","Job Openings","302368",NA
"1529","New York City","2018-10","Metro Median Base Pay",NA,"63853.333333333299"
"1530","New York City","2018-10-01","Job Openings","305245.75",NA
"1531","New York City","2018-10-08","Job Openings","306776",NA
"1532","New York City","2018-10-15","Job Openings","306393.5",NA
"1533","New York City","2018-10-22","Job Openings","304229.75",NA
"1534","New York City","2018-10-29","Job Openings","303147.5",NA
"1535","New York City","2018-11","Metro Median Base Pay",NA,"64024.333333333299"
"1536","New York City","2018-11-05","Job Openings","302501.5",NA
"1537","New York City","2018-11-12","Job Openings","303226.75",NA
"1538","New York City","2018-11-19","Job Openings","303297.25",NA
"1539","New York City","2018-11-26","Job Openings","300489.5",NA
"1540","New York City","2018-12","Metro Median Base Pay",NA,"64146.666666666701"
"1541","New York City","2018-12-03","Job Openings","299594",NA
"1542","New York City","2018-12-10","Job Openings","298499",NA
"1543","New York City","2018-12-17","Job Openings","297309.5",NA
"1544","New York City","2018-12-24","Job Openings","297720.25",NA
"1545","New York City","2018-12-31","Job Openings","295532.75",NA
"1546","New York City","2019-01","Metro Median Base Pay",NA,"64046"
"1547","New York City","2019-01-07","Job Openings","296589.75",NA
"1548","New York City","2019-01-14","Job Openings","298674.5",NA
"1549","New York City","2019-01-21","Job Openings","298961.25",NA
"1550","New York City","2019-01-28","Job Openings","302941",NA
"1551","New York City","2019-02","Metro Median Base Pay",NA,"64048.666666666701"
"1552","New York City","2019-02-04","Job Openings","302913",NA
"1553","New York City","2019-02-11","Job Openings","302331.5",NA
"1554","New York City","2019-02-18","Job Openings","302557",NA
"1555","New York City","2019-02-25","Job Openings","299267.25",NA
"1556","New York City","2019-03","Metro Median Base Pay",NA,"64003.666666666701"
"1557","New York City","2019-03-04","Job Openings","296925",NA
"1558","New York City","2019-03-11","Job Openings","295751.75",NA
"1559","New York City","2019-03-18","Job Openings","297781.75",NA
"1560","New York City","2019-03-25","Job Openings","299670.75",NA
"1561","New York City","2019-04","Metro Median Base Pay",NA,"64299.333333333299"
"1562","New York City","2019-04-01","Job Openings","301437.5",NA
"1563","New York City","2019-04-08","Job Openings","302733.5",NA
"1564","New York City","2019-04-15","Job Openings","302601.75",NA
"1565","New York City","2019-04-22","Job Openings","303209.25",NA
"1566","New York City","2019-04-29","Job Openings","304354.75",NA
"1567","New York City","2019-05","Metro Median Base Pay",NA,"64428.333333333299"
"1568","New York City","2019-05-06","Job Openings","304968.75",NA
"1569","New York City","2019-05-13","Job Openings","305281",NA
"1570","New York City","2019-05-20","Job Openings","305999",NA
"1571","New York City","2019-05-27","Job Openings","304621.25",NA
"1572","New York City","2019-06","Metro Median Base Pay",NA,"64684"
"1573","New York City","2019-06-03","Job Openings","304915",NA
"1574","New York City","2019-06-10","Job Openings","305268.5",NA
"1575","New York City","2019-06-17","Job Openings","305094.25",NA
"1576","New York City","2019-06-24","Job Openings","306220.25",NA
"1577","New York City","2019-07","Metro Median Base Pay",NA,"64794.333333333299"
"1578","New York City","2019-07-01","Job Openings","306005",NA
"1579","New York City","2019-07-08","Job Openings","305762.75",NA
"1580","New York City","2019-07-15","Job Openings","306659.75",NA
"1581","New York City","2019-07-22","Job Openings","307481.75",NA
"1582","New York City","2019-07-29","Job Openings","308764",NA
"1583","New York City","2019-08","Metro Median Base Pay",NA,"65006.666666666701"
"1584","New York City","2019-08-05","Job Openings","309475.5",NA
"1585","New York City","2019-08-12","Job Openings","310051.25",NA
"1586","New York City","2019-08-19","Job Openings","311924.5",NA
"1587","New York City","2019-08-26","Job Openings","313628",NA
"1588","New York City","2019-09","Metro Median Base Pay",NA,"65165.666666666701"
"1589","New York City","2019-09-02","Job Openings","314440.25",NA
"1590","New York City","2019-09-09","Job Openings","314394.25",NA
"1591","New York City","2019-09-16","Job Openings","313821.75",NA
"1592","New York City","2019-09-23","Job Openings","314195.75",NA
"1593","New York City","2019-09-30","Job Openings","315164.5",NA
"1594","New York City","2019-10","Metro Median Base Pay",NA,"65335"
"1595","New York City","2019-10-07","Job Openings","316420.5",NA
"1596","New York City","2019-10-14","Job Openings","314123.25",NA
"1597","Philadelphia","2014-03","Metro Median Base Pay",NA,"51841.666666666701"
"1598","Philadelphia","2014-04","Metro Median Base Pay",NA,"52188"
"1599","Philadelphia","2014-05","Metro Median Base Pay",NA,"52306.666666666701"
"1600","Philadelphia","2014-06","Metro Median Base Pay",NA,"52415"
"1601","Philadelphia","2014-07","Metro Median Base Pay",NA,"52356.666666666701"
"1602","Philadelphia","2014-08","Metro Median Base Pay",NA,"52217.333333333299"
"1603","Philadelphia","2014-09","Metro Median Base Pay",NA,"52451.333333333299"
"1604","Philadelphia","2014-10","Metro Median Base Pay",NA,"52506.333333333299"
"1605","Philadelphia","2014-11","Metro Median Base Pay",NA,"52556.666666666701"
"1606","Philadelphia","2014-12","Metro Median Base Pay",NA,"52473.333333333299"
"1607","Philadelphia","2015-01","Metro Median Base Pay",NA,"52634"
"1608","Philadelphia","2015-02","Metro Median Base Pay",NA,"52930.666666666701"
"1609","Philadelphia","2015-03","Metro Median Base Pay",NA,"53134.333333333299"
"1610","Philadelphia","2015-04","Metro Median Base Pay",NA,"52954.333333333299"
"1611","Philadelphia","2015-05","Metro Median Base Pay",NA,"52899"
"1612","Philadelphia","2015-06","Metro Median Base Pay",NA,"52903.333333333299"
"1613","Philadelphia","2015-07","Metro Median Base Pay",NA,"52941.333333333299"
"1614","Philadelphia","2015-08","Metro Median Base Pay",NA,"52871.666666666701"
"1615","Philadelphia","2015-09","Metro Median Base Pay",NA,"53067.333333333299"
"1616","Philadelphia","2015-10","Metro Median Base Pay",NA,"53500.333333333299"
"1617","Philadelphia","2015-11","Metro Median Base Pay",NA,"53526"
"1618","Philadelphia","2015-12","Metro Median Base Pay",NA,"53540.333333333299"
"1619","Philadelphia","2016-01","Metro Median Base Pay",NA,"53545"
"1620","Philadelphia","2016-01-04","Job Openings",NA,NA
"1621","Philadelphia","2016-01-11","Job Openings",NA,NA
"1622","Philadelphia","2016-01-18","Job Openings",NA,NA
"1623","Philadelphia","2016-01-25","Job Openings","92543.75",NA
"1624","Philadelphia","2016-02","Metro Median Base Pay",NA,"53861.333333333299"
"1625","Philadelphia","2016-02-01","Job Openings","93423.75",NA
"1626","Philadelphia","2016-02-08","Job Openings","93937.25",NA
"1627","Philadelphia","2016-02-15","Job Openings","94693.25",NA
"1628","Philadelphia","2016-02-22","Job Openings","94956.5",NA
"1629","Philadelphia","2016-02-29","Job Openings","94958.25",NA
"1630","Philadelphia","2016-03","Metro Median Base Pay",NA,"54155.666666666701"
"1631","Philadelphia","2016-03-07","Job Openings","95411.75",NA
"1632","Philadelphia","2016-03-14","Job Openings","95690",NA
"1633","Philadelphia","2016-03-21","Job Openings","97042",NA
"1634","Philadelphia","2016-03-28","Job Openings","96549.25",NA
"1635","Philadelphia","2016-04","Metro Median Base Pay",NA,"54327.666666666701"
"1636","Philadelphia","2016-04-04","Job Openings","94994.5",NA
"1637","Philadelphia","2016-04-11","Job Openings","93385",NA
"1638","Philadelphia","2016-04-18","Job Openings","91064",NA
"1639","Philadelphia","2016-04-25","Job Openings","90706",NA
"1640","Philadelphia","2016-05","Metro Median Base Pay",NA,"54353.666666666701"
"1641","Philadelphia","2016-05-02","Job Openings","90935.5",NA
"1642","Philadelphia","2016-05-09","Job Openings","91154.25",NA
"1643","Philadelphia","2016-05-16","Job Openings","91425",NA
"1644","Philadelphia","2016-05-23","Job Openings","91185.75",NA
"1645","Philadelphia","2016-05-30","Job Openings","91125.5",NA
"1646","Philadelphia","2016-06","Metro Median Base Pay",NA,"54226"
"1647","Philadelphia","2016-06-06","Job Openings","91098.5",NA
"1648","Philadelphia","2016-06-13","Job Openings","91309.25",NA
"1649","Philadelphia","2016-06-20","Job Openings","92129",NA
"1650","Philadelphia","2016-06-27","Job Openings","92981.5",NA
"1651","Philadelphia","2016-07","Metro Median Base Pay",NA,"54200"
"1652","Philadelphia","2016-07-04","Job Openings","93663",NA
"1653","Philadelphia","2016-07-11","Job Openings","94233.5",NA
"1654","Philadelphia","2016-07-18","Job Openings","94689.25",NA
"1655","Philadelphia","2016-07-25","Job Openings","95318.75",NA
"1656","Philadelphia","2016-08","Metro Median Base Pay",NA,"54382.666666666701"
"1657","Philadelphia","2016-08-01","Job Openings","96293.75",NA
"1658","Philadelphia","2016-08-08","Job Openings","96803.75",NA
"1659","Philadelphia","2016-08-15","Job Openings","97410.75",NA
"1660","Philadelphia","2016-08-22","Job Openings","97885.5",NA
"1661","Philadelphia","2016-08-29","Job Openings","98223.25",NA
"1662","Philadelphia","2016-09","Metro Median Base Pay",NA,"54513.666666666701"
"1663","Philadelphia","2016-09-05","Job Openings","98743.5",NA
"1664","Philadelphia","2016-09-12","Job Openings","99429.25",NA
"1665","Philadelphia","2016-09-19","Job Openings","100271",NA
"1666","Philadelphia","2016-09-26","Job Openings","101035.25",NA
"1667","Philadelphia","2016-10","Metro Median Base Pay",NA,"54867"
"1668","Philadelphia","2016-10-03","Job Openings","102013",NA
"1669","Philadelphia","2016-10-10","Job Openings","102599.25",NA
"1670","Philadelphia","2016-10-17","Job Openings","103229",NA
"1671","Philadelphia","2016-10-24","Job Openings","103845.5",NA
"1672","Philadelphia","2016-10-31","Job Openings","104133.5",NA
"1673","Philadelphia","2016-11","Metro Median Base Pay",NA,"54895.666666666701"
"1674","Philadelphia","2016-11-07","Job Openings","103924",NA
"1675","Philadelphia","2016-11-14","Job Openings","103059.25",NA
"1676","Philadelphia","2016-11-21","Job Openings","101997.25",NA
"1677","Philadelphia","2016-11-28","Job Openings","100841.75",NA
"1678","Philadelphia","2016-12","Metro Median Base Pay",NA,"54923"
"1679","Philadelphia","2016-12-05","Job Openings","99952.75",NA
"1680","Philadelphia","2016-12-12","Job Openings","98935.25",NA
"1681","Philadelphia","2016-12-19","Job Openings","96747.25",NA
"1682","Philadelphia","2016-12-26","Job Openings","94469.25",NA
"1683","Philadelphia","2017-01","Metro Median Base Pay",NA,"54897.666666666701"
"1684","Philadelphia","2017-01-02","Job Openings","91794.25",NA
"1685","Philadelphia","2017-01-09","Job Openings","89930.25",NA
"1686","Philadelphia","2017-01-16","Job Openings","89456.25",NA
"1687","Philadelphia","2017-01-23","Job Openings","89436.75",NA
"1688","Philadelphia","2017-01-30","Job Openings","90026",NA
"1689","Philadelphia","2017-02","Metro Median Base Pay",NA,"55270.333333333299"
"1690","Philadelphia","2017-02-06","Job Openings","90466.5",NA
"1691","Philadelphia","2017-02-13","Job Openings","90908.75",NA
"1692","Philadelphia","2017-02-20","Job Openings","91576",NA
"1693","Philadelphia","2017-02-27","Job Openings","92467.25",NA
"1694","Philadelphia","2017-03","Metro Median Base Pay",NA,"55543.333333333299"
"1695","Philadelphia","2017-03-06","Job Openings","93336.25",NA
"1696","Philadelphia","2017-03-13","Job Openings","94466",NA
"1697","Philadelphia","2017-03-20","Job Openings","95125.25",NA
"1698","Philadelphia","2017-03-27","Job Openings","95545",NA
"1699","Philadelphia","2017-04","Metro Median Base Pay",NA,"55314"
"1700","Philadelphia","2017-04-03","Job Openings","95768.5",NA
"1701","Philadelphia","2017-04-10","Job Openings","96256.5",NA
"1702","Philadelphia","2017-04-17","Job Openings","97078.75",NA
"1703","Philadelphia","2017-04-24","Job Openings","97745.75",NA
"1704","Philadelphia","2017-05","Metro Median Base Pay",NA,"54836"
"1705","Philadelphia","2017-05-01","Job Openings","98320.25",NA
"1706","Philadelphia","2017-05-08","Job Openings","98359.25",NA
"1707","Philadelphia","2017-05-15","Job Openings","98306.25",NA
"1708","Philadelphia","2017-05-22","Job Openings","98348",NA
"1709","Philadelphia","2017-05-29","Job Openings","98357.25",NA
"1710","Philadelphia","2017-06","Metro Median Base Pay",NA,"54747.333333333299"
"1711","Philadelphia","2017-06-05","Job Openings","97997",NA
"1712","Philadelphia","2017-06-12","Job Openings","97666.25",NA
"1713","Philadelphia","2017-06-19","Job Openings","97617.5",NA
"1714","Philadelphia","2017-06-26","Job Openings","98022.5",NA
"1715","Philadelphia","2017-07","Metro Median Base Pay",NA,"54916"
"1716","Philadelphia","2017-07-03","Job Openings","98313",NA
"1717","Philadelphia","2017-07-10","Job Openings","98468.5",NA
"1718","Philadelphia","2017-07-17","Job Openings","98099.25",NA
"1719","Philadelphia","2017-07-24","Job Openings","97441.75",NA
"1720","Philadelphia","2017-07-31","Job Openings","97448.75",NA
"1721","Philadelphia","2017-08","Metro Median Base Pay",NA,"55048"
"1722","Philadelphia","2017-08-07","Job Openings","97627.5",NA
"1723","Philadelphia","2017-08-14","Job Openings","97811.5",NA
"1724","Philadelphia","2017-08-21","Job Openings","97996",NA
"1725","Philadelphia","2017-08-28","Job Openings","98136.5",NA
"1726","Philadelphia","2017-09","Metro Median Base Pay",NA,"55082.666666666701"
"1727","Philadelphia","2017-09-04","Job Openings","97551.25",NA
"1728","Philadelphia","2017-09-11","Job Openings","97702",NA
"1729","Philadelphia","2017-09-18","Job Openings","98100.25",NA
"1730","Philadelphia","2017-09-25","Job Openings","98373.75",NA
"1731","Philadelphia","2017-10","Metro Median Base Pay",NA,"55188.333333333299"
"1732","Philadelphia","2017-10-02","Job Openings","100003",NA
"1733","Philadelphia","2017-10-09","Job Openings","101288.5",NA
"1734","Philadelphia","2017-10-16","Job Openings","103057.75",NA
"1735","Philadelphia","2017-10-23","Job Openings","104987.25",NA
"1736","Philadelphia","2017-10-30","Job Openings","105992.25",NA
"1737","Philadelphia","2017-11","Metro Median Base Pay",NA,"55189.333333333299"
"1738","Philadelphia","2017-11-06","Job Openings","106247.25",NA
"1739","Philadelphia","2017-11-13","Job Openings","105545.25",NA
"1740","Philadelphia","2017-11-20","Job Openings","104818",NA
"1741","Philadelphia","2017-11-27","Job Openings","103767.25",NA
"1742","Philadelphia","2017-12","Metro Median Base Pay",NA,"55160.333333333299"
"1743","Philadelphia","2017-12-04","Job Openings","105430",NA
"1744","Philadelphia","2017-12-11","Job Openings","105187.5",NA
"1745","Philadelphia","2017-12-18","Job Openings","104650",NA
"1746","Philadelphia","2017-12-25","Job Openings","103918.5",NA
"1747","Philadelphia","2018-01","Metro Median Base Pay",NA,"55323.333333333299"
"1748","Philadelphia","2018-01-01","Job Openings","101125",NA
"1749","Philadelphia","2018-01-08","Job Openings","100931",NA
"1750","Philadelphia","2018-01-15","Job Openings","100455.25",NA
"1751","Philadelphia","2018-01-22","Job Openings","100476",NA
"1752","Philadelphia","2018-01-29","Job Openings","100659",NA
"1753","Philadelphia","2018-02","Metro Median Base Pay",NA,"55963.333333333299"
"1754","Philadelphia","2018-02-05","Job Openings","100844.75",NA
"1755","Philadelphia","2018-02-12","Job Openings","101798",NA
"1756","Philadelphia","2018-02-19","Job Openings","103234.75",NA
"1757","Philadelphia","2018-02-26","Job Openings","103846.75",NA
"1758","Philadelphia","2018-03","Metro Median Base Pay",NA,"56161.333333333299"
"1759","Philadelphia","2018-03-05","Job Openings","104524.75",NA
"1760","Philadelphia","2018-03-12","Job Openings","105009.75",NA
"1761","Philadelphia","2018-03-19","Job Openings","104636",NA
"1762","Philadelphia","2018-03-26","Job Openings","104598.25",NA
"1763","Philadelphia","2018-04","Metro Median Base Pay",NA,"56224"
"1764","Philadelphia","2018-04-02","Job Openings","104217",NA
"1765","Philadelphia","2018-04-09","Job Openings","103941.75",NA
"1766","Philadelphia","2018-04-16","Job Openings","103719.5",NA
"1767","Philadelphia","2018-04-23","Job Openings","103908.25",NA
"1768","Philadelphia","2018-04-30","Job Openings","104084.5",NA
"1769","Philadelphia","2018-05","Metro Median Base Pay",NA,"56148"
"1770","Philadelphia","2018-05-07","Job Openings","105177.75",NA
"1771","Philadelphia","2018-05-14","Job Openings","105734.5",NA
"1772","Philadelphia","2018-05-21","Job Openings","105744",NA
"1773","Philadelphia","2018-05-28","Job Openings","105410.25",NA
"1774","Philadelphia","2018-06","Metro Median Base Pay",NA,"56304.666666666701"
"1775","Philadelphia","2018-06-04","Job Openings","103470.25",NA
"1776","Philadelphia","2018-06-11","Job Openings","102292.75",NA
"1777","Philadelphia","2018-06-18","Job Openings","101608.25",NA
"1778","Philadelphia","2018-06-25","Job Openings","101123.75",NA
"1779","Philadelphia","2018-07","Metro Median Base Pay",NA,"56491.333333333299"
"1780","Philadelphia","2018-07-02","Job Openings","101114.5",NA
"1781","Philadelphia","2018-07-09","Job Openings","101308.25",NA
"1782","Philadelphia","2018-07-16","Job Openings","101556.75",NA
"1783","Philadelphia","2018-07-23","Job Openings","102135.25",NA
"1784","Philadelphia","2018-07-30","Job Openings","102682.5",NA
"1785","Philadelphia","2018-08","Metro Median Base Pay",NA,"56464.333333333299"
"1786","Philadelphia","2018-08-06","Job Openings","103553.5",NA
"1787","Philadelphia","2018-08-13","Job Openings","104204.5",NA
"1788","Philadelphia","2018-08-20","Job Openings","104732",NA
"1789","Philadelphia","2018-08-27","Job Openings","105113.5",NA
"1790","Philadelphia","2018-09","Metro Median Base Pay",NA,"56540.333333333299"
"1791","Philadelphia","2018-09-03","Job Openings","104930.5",NA
"1792","Philadelphia","2018-09-10","Job Openings","105110.75",NA
"1793","Philadelphia","2018-09-17","Job Openings","105300.25",NA
"1794","Philadelphia","2018-09-24","Job Openings","105869.25",NA
"1795","Philadelphia","2018-10","Metro Median Base Pay",NA,"56331.333333333299"
"1796","Philadelphia","2018-10-01","Job Openings","106898.5",NA
"1797","Philadelphia","2018-10-08","Job Openings","106978.25",NA
"1798","Philadelphia","2018-10-15","Job Openings","106554.5",NA
"1799","Philadelphia","2018-10-22","Job Openings","105520.75",NA
"1800","Philadelphia","2018-10-29","Job Openings","104811.5",NA
"1801","Philadelphia","2018-11","Metro Median Base Pay",NA,"56360.333333333299"
"1802","Philadelphia","2018-11-05","Job Openings","104823.5",NA
"1803","Philadelphia","2018-11-12","Job Openings","106030.5",NA
"1804","Philadelphia","2018-11-19","Job Openings","107671.5",NA
